chunk_id,title,case_no,section,category,page_content,source,priority,src_title
PREC_2001다64615_003, - 전문,2001다64615,전문,분쟁해결,"【전문】

【원고, 피상고인】 원고



【피고, 상고인】 피고 (소송대리인 법무법인 태안 담당변호사 오창용 외 2인)



【원심판결】 서울지법 2001. 9. 12. 선고 2001나18734 판결",판례_2001다64615.docx,9,판례
PREC_2001다64615_004, - 주문,2001다64615,주문,분쟁해결,"【주 문】

 원심판결을 파기하고, 사건을 서울지방법원 본원 합의부에 환송한다.",판례_2001다64615.docx,9,판례
PREC_2001다64615_005, - 이유_p1,2001다64615,이유_p1,"보증금_대항력, 임차권_승계, 분쟁해결, 권리_정보리스크, 계약해지_명도","【이 유】1. 원심은, 원고가 1996. 11.경 피고로부터 이 사건 주택 중 1층(이하 '이 사건 임차부분'이라 한다)을 보증금 5,500만 원에 임차하여 같은 달 11. 주민등록 전입신고를 마치고 거주하다가 1998. 4. 10. 임차기간을 같은 날부터 12개월로 정하여 임대차계약을 갱신한 사실, 원고는 2000. 7. 31. 피고와 사이에 임대차계약을 합의해지하면서 피고로부터 보증금 중 500만 원을 반환받고 나머지 보증금 5,000만 원은 2000. 8. 27. 반환받기로 약정하였고, 그에 따라 새로 거주할 임대아파트에 관한 임대차계약을 체결한 사실, 한편 피고는 2000. 8. 8. 소외인에게 이 사건 주택에 관한 소유권이전등기를 경료하여 주고 원고에게 이를 알려 임대차관계는 소외인과 해결하라고 통보한 사실, 원고는 2000. 8. 28. 보증금 5,000만 원의 반환채권을 피보전권리로 하여 피고 소유의 다른 부동산을 가압류한 사실 등을 인정한 다음, 원고와 피고 사이의 임대차계약이 합의해지되었더라도 주택임대차보호법 제4조 제2항에 의하여 원고가 보증금을 반환받을 때까지 임대차관계는 존속되는 것이므로 이 사건 주택이 임대차관계 존속 중에 양도된 이상 임대인의 지위가 이 사건 주택의 양수인인 소외인에게 면책적으로 승계되었다는 피고의 항변에 대하여 원고가 피고와 사이에 임대차계약을 합의해지하면서 피고로부터 보증금 중 500만 원을 반환받은 후 새로 이사갈 주택까지 마련하였고, 보증금을 반환받기 위하여 피고의 다른 부동산을 가압류하였다는 점은 원고가 이 사건 주택의 양도 및 임대인의 지위의 승계에 대하여 이의를 제기하였다고 볼 것이므로 원·피고 사이의 임대차관계는 원고의 이의제기로 인하여 양수인에게 승계되지 아니한 채 확정적으로 종료되었다고 판단하여 이를 배척하였다.



 2. 대항력 있는 주택임대차에 있어 기간만료나 당사자의 합의 등으로 임대차가 종료된 경우에도 주택임대차보호법 제4조 제2항에 의하여 임차인은 보증금을 반환받을 때까지 임대차관계가 존속하는 것으로 의제되므로 그러한 상태에서 임차목적물인 부동산이 양도되는 경우에는 같은 법 제3조 제2항에 의하여 양수인에게 임대차가 종료된 상태에서의 임대인으로서의 지위가 당연히 승계되고, 양수인이 임대인의 지위를 승계하는 경우에는 임대차보증금 반환채무도 부동산의 소유권과 결합하여 일체로서 이전하는 것이므로 양도인의 임대인으로서의 지위나 보증금 반환채무는 소멸하는 것이지만, 임차인의 보호를 위한 임대차보호법의 입법 취지에 비추어 임차인이 임대인의 지위승계를 원하지 않는 경우에는 임차인이 임차주택의 양도사실을 안 때로부터 상당한 기간 내에 이의를 제기함으로써 승계되는 임대차관계의 구속으로부터 벗어날 수 있다고 봄이 상당하고, 그와 같은 경우에는 양도인의 임차인에 대한 보증금 반환채무는 소멸하지 않는다고 할 것이다.

 그런데 기록에 의하면, 소외인은 이 사건 주택을 양수하면서 다른 임차인들과는 새로이 임대차계약서를 작성하거나 기존의 계약서에 전세보증금 채무를 승계한다는 문구를 삽입하는 등의 조치를 취하면서 원고에게도 보증금을 반환하겠다는 의사를 표시한 사실, 이에 원고는 소외인에게 수령거절의 의사표시를 하지 아니한 채 오히려 이 사건 주택에 관한 임의경매절차가 개시되자 그 경매법원에 임차인으로서 권리신고 및 배당요구를 한 사실을 알 수 있는바, 이러한 사정에 비추어 보면 원고는 주택임대차보호법에 의하여 소외인이 임대인의 지위를 승계하는 것을 전제로 행동하였다고 봄이 상당하고, 원심이 들고 있는 사정만으로는 원고가 임대인의 지위승계에 대하여 이의를 제기한 것으로 단정하기는 어렵다.

 그럼에도 불구하고, 원심은 이와 달리 판단하여 피고의 항변을 배척하고 말았으니 원심판결에는 채증법칙 위배로 인한 사실오인이나 주택임대차보호법에 관한 법리오해의 위법이 있다고 할 것이다. 이 점을 지적하는 상고이유의 주장은 이유 있다.

 3. 그러므로 원심판결을 파기하고, 사건을 원심법원에 환송하기로 하여 관여 대법관의 일치된 의견으로 주문과 같이 판결한다.



대법관 손지열(재판장)",판례_2001다64615.docx,9,판례
PREC_2001다64615_006, - 이유_p2,2001다64615,이유_p2,기타,"조무제 유지담(주심) 강신욱 





법제처                                                                         국가법령정보센터",판례_2001다64615.docx,9,판례
PREC_2001다84824_000,"""배당금 이의 소송 판결 요약""",2001다84824,서두,보증금_대항력,"""배당이의"" (판례, 2001다84824)

배당이의

[대법원 2002. 3. 29. 2001다84824]",판례_2001다84824.docx,9,판례
PREC_2001다84824_001, - 판시사항,2001다84824,판시사항,"권리_정보리스크, 보증금_대항력","【판시사항】

1989. 12. 30. 개정된 주택임대차보호법 시행 후 그에 기한 1990. 2. 19. 개정된 주택임대차보호법시행령이 시행되기 전에 근저당권이 설정된 경우, 소액임차인 해당 여부의 기준 시행령(=위 개정 전 주택임대차보호법시행령)",판례_2001다84824.docx,9,판례
PREC_2001다84824_002, - 판결요지,2001다84824,판결요지,"권리_정보리스크, 분쟁해결, 보증금_대항력","【판결요지】

구 주택임대차보호법(1989. 12. 30. 법률 제4188호로 개정되어 동일자부터 시행된 것) 부칙 제3항에 의하면 이 법 시행 전에 임대주택에 대하여 담보물권을 취득한 자에 대하여는 종전의 규정에 의한다고 규정하고 있어 위 법률 시행 후에 설정된 근저당권에 대하여는 위 법률의 규정에 따라 소액임차인에 해당하는지 여부를 가리는 것이 원칙이라 할 것이지만, 위 법률 시행 후 어떤 범위에서 소액임차인에게 우선변제권을 인정해 줄 것인가에 관하여 위 법률의 위임에 따른 구체적인 요건을 정한 새로운 대통령령이 아직 시행되기 전에 근저당권이 설정된 경우 다른 특별한 사정이 없는 한 구 주택임대차보호법시행령(1990. 2. 19. 대통령령 제12930호로 개정되기 전의 것)은 신법인 위 법률의 취지에 반하지 않는 범위 내에서 새로운 대통령령이 시행될 때까지 여전히 그 효력을 유지한다고 볼 것이고, 그 이후 1990. 2. 19.부터 시행된 구 주택임대차보호법시행령(1990. 2. 19. 대통령령 제12930호로 개정된 것)에서 아무런 경과규정을 둔 바 없다고 하여 같은 개정 시행령의 규정이 막바로 위 법률의 시행시점으로 소급하여 위와 같은 근저당권에 대하여 적용될 수는 없다.



【참조조문】

구 주택임대차보호법(1989. 12. 30. 법률 제4188호로 개정되기 전의 것) 제8조, 구 주택임대차보호법시행령(1990. 2. 19. 대통령령 제12930호로 개정되기 전의 것) 제3조, 구 주택임대차보호법(1989. 12. 30. 법률 제4188호로 개정된 것) 제8조, 부칙(1989. 12. 30.) 제3항, 구 주택임대차보호법시행령(1990. 2. 19. 대통령령 제12930호로 개정된 것) 제3조, 제4조, 헌법 제13조 제2항, 제75조



【참조판례】

대법원 1989. 9. 12. 선고 88누6962 판결(공1989, 1481), 대법원 1993. 9. 14. 선고 92다49539 판결(공1993하, 2754), 대법원 2000. 5. 30. 선고 98두20162 판결(공2000하, 1561)",판례_2001다84824.docx,9,판례
PREC_2001다84824_003, - 전문,2001다84824,전문,분쟁해결,"【전문】

【원고, 상고인】 주식회사 대구은행



【피고, 피상고인】 피고 (소송대리인 변호사 배영곤)



【원심판결】 대구지법 2001. 11. 28. 선고 2001나14205 판결",판례_2001다84824.docx,9,판례
PREC_2001다84824_004, - 주문,2001다84824,주문,분쟁해결,"【주 문】

 원심판결을 파기하고, 사건을 대구지방법원 본원 합의부에 환송한다.",판례_2001다84824.docx,9,판례
PREC_2001다84824_005, - 이유_p1,2001다84824,이유_p1,"권리_정보리스크, 보증금_대항력, 분쟁해결","【이 유】 상고이유를 본다.



 원심은 제1심판결 이유를 인용하여, 원고는 이 사건 부동산에 관하여 모두 7건의 근저당권을 설정하였는데, 그 근저당권 중 1 내지 3순위 각 근저당권은 1982. 3. 16.부터 1989. 7. 31.까지 사이에, 4, 5순위 각 근저당권은 1990. 2. 8.에, 6, 7순위 각 근저당권은 1993. 6. 29. 및 1995. 2. 21.에 각 설정된 사실, 원고는 위 각 근저당권에 기하여 이 사건 부동산에 관하여 대구지방법원 99타경100846 부동산임의경매를 신청한 사실, 한편 피고는 1998. 3. 1. 이 사건 부동산 중 2층 전부를 임차보증금 2,000만 원에 임차·입주한 후 같은 달 9. 전입신고를 마친 사실, 집행법원은 2000. 1. 19. 열린 배당기일에서 그 배당할 금액 중 소액임차인이라고 주장하는 피고에게 700만 원을 우선적으로 배당하고 잔액을 원고에게 배당한 사실을 인정한 다음, 피고는 주택임대차보호법상의 소액임차인에 해당하지 아니한다는 원고의 주장에 대하여 임차인이 담보물권자와의 관계에서 우선변제를 받을 소액임차인에 해당하는지의 여부는 그 담보물권 설정 당시의 법령을 기준으로 하여 판단하여야 할 것이라고 전제하고, 주택임대차보호법(1989. 12. 30. 법률 제4188호로 개정되어 동일자부터 시행된 것, 이하 '개정법'이라고만 한다) 제8조 제3항이 대통령령에 위임한 것은 보증금의 범위이지 보증금의 보호개시일자까지 위임한 것은 아니라고 볼 것인 점, 구 주택임대차보호법시행령(1990. 2. 19. 대통령령 제12930호로 개정되기 전의 것, 이하 '종전 시행령'이라고 한다) 등의 부칙에 경과조치로 그 영 시행 전에 임차주택에 대하여 담보물권을 취득한 자에 대하여는 종전의 규정을 적용한다고 각 규정하고 있음에 반하여, 구 주택임대차보호법시행령(1990. 2. 19. 대통령령 제12930호로 개정된 것, 이하 '개정 시행령'이라고 한다)에는 그와 같은 경과조치에 관한 별도의 규정이 없는 점 등에 비추어 보면, 피고가 개정 시행령에서 정한 우선변제권이 인정되는 소액임차인에 해당하는 이상 개정법 시행 후에 설정된 원고의 제4, 5순위 각 근저당권에 대하여는 그 보증금 중 개정 시행령에서 정한 일정액에 관하여 우선변제권이 인정된다고 할 것이라는 이유를 들어 원고의 주장을 배척하였다.

개정법 부칙 제3항에 의하면 이 법 시행 전에 임대주택에 대하여 담보물권을 취득한 자에 대하여는 종전의 규정에 의한다고 규정하고 있어 개정법 시행 후에 설정된 이 사건 4순위 이하 근저당권에 대하여는 개정법의 규정에 따라 소액임차인에 해당하는지 여부를 가리는 것이 원칙이라 할 것이지만, 그 중 4, 5순위 각 근저당권이 설정될 당시인 1990. 2. 9.에 있어서는 어떤 범위에서 소액임차인에게 우선변제권을 인정해 줄 것인가에 관하여 개정법의 위임에 따른 구체적인 요건을 정한 새로운 대통령령이 아직 시행되기 전이었으므로, 이 경우 다른 특별한 사정이 없는 한 종전 시행령은 신법인 개정법의 취지에 반하지 않는 범위 내에서 새로운 대통령령이 시행될 때까지 여전히 그 효력을 유지한다고 볼 것이고, 그 이후 1990. 2. 19.부터 시행된 개정 시행령에서 아무런 경과규정을 둔 바 없다고 하여 개정 시행령의 규정이 막바로 개정법의 시행시점으로 소급하여 위 4, 5순위 근저당권에 대하여 적용될 수는 없는 것이다.

 그럼에도 불구하고, 원심은 개정 시행령의 규정이 이 사건 4, 5순위 각 근저당권의 경우에도 적용된다고 보고 피고의 위 임차보증금 반환채권 중 700만 원의 범위에서는 원고의 4, 5순위 근저당권에 우선하는 것으로 판단하였으니, 원심에는 주택임대차보호법 제8조, 같은법시행령 제3조에 관한 해석을 그르쳐 판결 결과에 영향을 미친 위법이 있다 할 것이고, 이를 지적하는 원고의 상고이유의 주장은 이유 있다.

 그러므로 원심판결을 파기하고, 사건을 다시 심리·판단하게 하기 위하여 원심법원에 환송하기로 하여 관여 법관의 일치된 의견으로 주문과 같이 판결한다.



대법관 변재승(재판장",판례_2001다84824.docx,9,판례
PREC_2001다84824_006, - 이유_p2,2001다84824,이유_p2,기타,") 송진훈 윤재식 이규홍(주심) 





법제처                                                                         국가법령정보센터",판례_2001다84824.docx,9,판례
PREC_2002다20957_000,"""배당금 이의 소송 판결 요약""",2002다20957,서두,보증금_대항력,"""배당이의"" (판례, 2002다20957)

배당이의

[대법원 2002. 10. 11. 2002다20957]",판례_2002다20957.docx,9,판례
PREC_2002다20957_001, - 판시사항,2002다20957,판시사항,"보증금_대항력, 권리_정보리스크","【판시사항】

[1] 주택임대차보호법 제3조 제1항 소정의 대항요건으로서의 주민등록의 유효 여부에 관한 판단 기준

[2] 주택임대차보호법상의 대항력을 행사하기 위해서는 그 요건인 주택의 인도 및 주민등록이 계속 존속하고 있어야 하는지 여부(적극)

[3] 주민등록이 직권말소된 경우, 주택임대차보호법상 주택임차인의 대항력이 상실되는지 여부",판례_2002다20957.docx,9,판례
PREC_2002다20957_002, - 판결요지,2002다20957,판결요지,"보증금_대항력, 분쟁해결, 권리_정보리스크","【판결요지】

[1] 주택임대차보호법 제3조 제1항에서 주택의 인도와 더불어 대항력의 요건으로 규정하고 있는 주민등록은 거래의 안전을 위하여 임대차의 존재를 제3자가 명백히 인식할 수 있게 하는 공시방법으로 마련된 것이므로, 주민등록이 어떤 임대차를 공시하는 효력이 있는가의 여부는 일반 사회통념상 그 주민등록으로 당해 임대차 건물에 임차인이 주소 또는 거소를 가진 자로 등록되어 있는지를 인식할 수 있는가의 여부에 따라 결정된다.

[2] 주택임대차보호법이 제3조 제1항에서 주택임차인에게 주택의 인도와 주민등록을 요건으로 명시하여 등기된 물권에 버금가는 강력한 대항력을 부여하고 있는 취지에 비추어 볼 때 달리 공시방법이 없는 주택임대차에 있어서 주택의 인도 및 주민등록이라는 대항요건은 그 대항력 취득시에만 구비하면 족한 것이 아니고 그 대항력을 유지하기 위하여서도 계속 존속하고 있어야 한다.

[3] 주택임차인의 의사에 의하지 아니하고 주민등록법 및 동법시행령에 따라 시장 군수 또는 구청장에 의하여 직권조치로 주민등록이 말소된 경우에도 원칙적으로 그 대항력은 상실된다고 할 것이지만, 주민등록법상의 직권말소제도는 거주관계 등 인구의 동태를 상시로 명확히 파악하여 주민생활의 편익을 증진시키고 행정사무의 적정한 처리를 도모하기 위한 것이고, 주택임대차보호법에서 주민등록을 대항력의 요건으로 규정하고 있는 것은 거래의 안전을 위하여 임대차의 존재를 제3자가 명백히 인식할 수 있게 위한 것으로서 그 취지가 다르므로, 직권말소 후 동법 소정의 이의절차에 따라 그 말소된 주민등록이 회복되거나 동법시행령 제29조에 의하여 재등록이 이루어짐으로써 주택임차인에게 주민등록을 유지할 의사가 있었다는 것이 명백히 드러난 경우에는 소급하여 그 대항력이 유지된다고 할 것이고, 다만, 그 직권말소가 주민등록법 소정의 이의절차에 의하여 회복된 것이 아닌 경우에는 직권말소 후 재등록이 이루어지기 이전에 주민등록이 없는 것으로 믿고 임차주택에 관하여 새로운 이해관계를 맺은 선의의 제3자에 대하여는 임차인은 대항력의 유지를 주장할 수 없다고 봄이 상당하다.



【참조조문】

[1] 주택임대차보호법 제3조 제1항 /

[2] 주택임대차보호법 제3조 제1항 /

[3] 주택임대차보호법 제3조 제1항, 주민등록법 제1조, 제17조의2, 제17조의3, 주민등록법시행령 제29조



【참조판례】

[1] 대법원 2000. 6. 9. 선고 2000다8069 판결(공2000하, 1633), 대법원 2001. 12. 27. 선고 2001다63216 판결(공2002상, 359), 대법원 2002. 3. 15. 선고 2001다80204 판결(공2002상, 899), 대법원 2002. 5. 10. 선고 2002다1796 판결(공2002하, 1369), 대법원 2002. 6. 14. 선고 2002다15467 판결(공2002하, 1665) /

[2] 대법원 1998. 1. 23. 선고 97다43468 판결(공1998상, 609), 대법원 2000. 9. 29. 선고 2000다37012 판결(공2000하, 2223)",판례_2002다20957.docx,9,판례
PREC_2002다20957_003, - 전문,2002다20957,전문,분쟁해결,"【전문】

【원고, 피상고인】 원고 (소송대리인 변호사 구도일)



【피고, 상고인】 피고



【원심판결】 서울지법 2002. 3. 20. 선고 2001나37025 판결",판례_2002다20957.docx,9,판례
PREC_2002다20957_004, - 주문,2002다20957,주문,임대료_증감,"【주 문】

 상고를 기각한다. 상고비용은 피고의 부담으로 한다.",판례_2002다20957.docx,9,판례
PREC_2002다20957_005, - 이유_p1,2002다20957,이유_p1,"보증금_대항력, 분쟁해결, 권리_정보리스크, 계약해지_명도","【이 유】 1. 공시의 유효성에 대한 주장에 관하여



주택임대차보호법 제3조 제1항에서 주택의 인도와 더불어 대항력의 요건으로 규정하고 있는 주민등록은 거래의 안전을 위하여 임대차의 존재를 제3자가 명백히 인식할 수 있게 하는 공시방법으로 마련된 것이므로, 주민등록이 어떤 임대차를 공시하는 효력이 있는가의 여부는 일반 사회통념상 그 주민등록으로 당해 임대차 건물에 임차인이 주소 또는 거소를 가진 자로 등록되어 있는지를 인식할 수 있는가의 여부에 따라 결정된다 할 것이다(대법원 2002. 3. 15. 선고 2001다80204 판결 참조).

 원심은, 제1심판결을 인용하여, 이 사건 보라매 빌리지는 부동산등기부상 지상 4층, 지하 1층의 집합건물로 되어 있으나, 실제 현황은 지상 5층, 지하 1층으로 되어 있고, 지상 5층 부분에도 별도의 외부 계단 및 출입문이 설치되어 있지만, 4, 5층은 내부구조상 계단에 의하여 서로 상·하층으로 연결되어 있고, 동일인의 소유로 되어 있으며, 수도요금, 전기요금 등 공과금이 통합고지되고 있는 사실 등을 인정한 다음, 이 사건 건물은 복층 구조의 1개의 주택이고, 원고가 임차한 상층 부분인 502호는 피고가 임차한 하층 부분과 함께 이 사건 건물인 402호의 일부를 이루고 있다 할 것이므로, 원고가 402호로 주민등록 전입신고를 한 것은 임차주택에 관한 임대차의 공시방법으로서 유효하다고 판단하였다.

 위 법리와 기록에 비추어 보면, 원심의 위와 같은 사실인정 및 판단은 정당하고, 거기에 채증법칙 위배로 인한 사실오인이나 주택임차인의 대항력의 요건에 관한 법리오해의 위법이 없다.

 2. 공시의 계속성에 대한 주장에 관하여

 원심은, 제1심판결을 인용하여, 원고가 임대차계약기간이 만료한 후 보증금을 반환받지 못한 상태에서 어머니의 병간호를 위하여 이 사건 임차주택 내에 가재도구의 일부를 남겨둔 채 문을 잠그고, 1999. 3. 8. 어머니가 거주하는 곳으로 이사를 하였는데, 그 후 관할 동사무소에서 주민등록일제정리계획에 의거하여 주민등록법 소정의 절차에 따라 공고를 한 후 1999. 4. 17. 원고의 주민등록을 직권 말소한 사실과 원고가 그러한 사실을 뒤늦게 알고 이의를 제기하여 1999. 7. 9. 이 사건 건물로 재등록이 이루어진 사실을 인정한 다음, 원고 스스로 이 사건 건물에 주민등록을 계속 유지할 의사로 주민등록을 이전하지 아니하고 있는 경우에는 가사 동사무소의 주민등록일제정리계획에 의하여 동사무소 직원이 무단 전출한 것으로 판단하여 원고의 주민등록을 직권 말소하였다 하더라도, 그것만으로는 원고의 주민등록이 전체적으로나 종국적으로 이전 내지 소멸하였다고 볼 수 없다는 이유로 원고는 여전히 주택임대차보호법 소정의 대항력을 가지고 있다고 봄이 상당하다고 판단하였다.

주택임대차보호법이 제3조 제1항에서 주택임차인에게 주택의 인도와 주민등록을 요건으로 명시하여 등기된 물권에 버금가는 강력한 대항력을 부여하고 있는 취지에 비추어 볼 때 달리 공시방법이 없는 주택임대차에 있어서 주택의 인도 및 주민등록이라는 대항요건은 그 대항력 취득시에만 구비하면 족한 것이 아니고 그 대항력을 유지하기 위하여서도 계속 존속하고 있어야 한다고 할 것이고(대법원 1998. 1. 23. 선고 97다43468 판결 참조), 위와 같이 주민등록이 대항력의 존속요건이라고 보는 이상, 주택임차인의 의사에 의하지 아니하고 주민등록법 및 동법시행령에 따라 시장 군수 또는 구청장에 의하여 직권조치로 주민등록이 말소된 경우에도 원칙적으로 그 대항력은 상실된다고 할 것이지만, 주민등록법상의 직권말소제도는 거주관계 등 인구의 동태를 상시로 명확히 파악하여 주민생활의 편익을 증진시키고 행정사무의 적정한 처리를 도모하기 위한 것이고, 주택임대차보호법에서 주민등록을 대항력의 요건으로 규정하고 있는 것은 거래의 안전을 위하여 임대차의 존재를 제3자가 명백히 인식할 수 있게 위한 것으로서 그 취지가 다르므로, 직권말소 후 동법 소정의 이의절차에 따라 그 말소된 주민등록이 회복되거나 동법시행령 제29조에 의하여 재등록이 이",판례_2002다20957.docx,9,판례
PREC_2002다20957_006, - 이유_p2,2002다20957,이유_p2,"보증금_대항력, 권리_정보리스크, 분쟁해결, 임대료_증감","루어짐으로써 주택임차인에게 주민등록을 유지할 의사가 있었다는 것이 명백히 드러난 경우에는 소급하여 그 대항력이 유지된다고 할 것이고, 다만, 그 직권말소가 주민등록법 소정의 이의절차에 의하여 회복된 것이 아닌 경우에는 직권말소 후 재등록이 이루어지기 이전에 주민등록이 없는 것으로 믿고 임차주택에 관하여 새로운 이해관계를 맺은 선의의 제3자에 대하여는 임차인은 대항력의 유지를 주장할 수 없다고 봄이 상당하다 할 것이다.

 그럼에도 불구하고, 원심이 주민등록이 직권 말소된 경우에는 주택임차인의 대항력이 상실되지 않는다는 취지로 판단한 것은 주민등록이 직권말소된 경우의 대항력 존속 여부에 관한 법리를 오해한 잘못을 저지른 것이라고 할 것이지만, 원심이 확정한 사실과 기록에 의하면, 원고가 주민등록이 직권말소된 후 이의를 제기하여 이 사건 건물에 재등록이 이루어졌고, 피고는 직권말소 이전에 이 사건 건물 중 하층 부분에 대하여 임차권을 취득한 후순위 임차인으로서 재등록 후 이 사건 건물을 낙찰받은 사실을 알 수 있으므로, 피고에 대한 관계에서 원고의 대항력은 계속 유지되었다고 보아야 할 것이므로 원고의 대항력을 인정한 원심의 판단은 결론에 있어서 정당하고 따라서 원심의 위와 같은 잘못은 판결 결과에 영향이 없다.

 3. 결 론

 그러므로 상고를 기각하고, 상고비용은 패소자의 부담으로 하기로 하여 관여 대법관의 일치된 의견으로 주문과 같이 판결한다.



대법관 손지열(재판장) 조무제 유지담(주심) 강신욱 





법제처                                                                         국가법령정보센터",판례_2002다20957.docx,9,판례
PREC_2002다23482_000,건물 명도 관련 대법원 판례 요약: 건물 명도 계약 유효성 검토,2002다23482,서두,계약해지_명도,"""건물명도"" (판례, 2002다23482)

건물명도

[대법원 2002. 6. 28. 2002다23482]",판례_2002다23482.docx,9,판례
PREC_2002다23482_001, - 판시사항,2002다23482,판시사항,"임대료_증감, 계약갱신","【판시사항】

[1] 처분문서에 나타난 당사자 의사의 해석방법

[2] 표의자의 진정한 의사를 알 수 없는 경우, 의사표시의 요소가 되는 효과의사(=표시상의 효과의사)

[3] 임대인이 임차인에 대하여 임대차계약 갱신거절의 의사표시를 하였다고 본 사례

[4] 임대차계약 종료 후 재계약을 하거나 임대차계약 종료 전 당사자의 합의로 차임 등이 증액된 경우 주택임대차보호법 제7조의 적용 여부(소극)",판례_2002다23482.docx,9,판례
PREC_2002다23482_002, - 판결요지,2002다23482,판결요지,"임대료_증감, 분쟁해결, 보증금_대항력, 계약해지_명도, 계약갱신","【판결요지】

[1] 처분문서는 그 성립의 진정함이 인정되는 이상 법원은 그 기재 내용을 부인할 만한 분명하고도 수긍할 수 있는 반증이 없는 한 그 처분문서에 기재되어 있는 문언대로의 의사표시의 존재 및 내용을 인정하여야 하고, 당사자 사이에 계약의 해석을 둘러싸고 이견이 있어 처분문서에 나타난 당사자의 의사해석이 문제되는 경우에는 문언의 내용, 그와 같은 약정이 이루어진 동기와 경위, 약정에 의하여 달성하려는 목적, 당사자의 진정한 의사 등을 종합적으로 고찰하여 논리와 경험칙에 따라 합리적으로 해석하여야 한다.

[2] 의사표시 해석에 있어서 당사자의 진정한 의사를 알 수 없다면, 의사표시의 요소가 되는 것은 표시행위로부터 추단되는 효과의사 즉, 표시상의 효과의사이고 표의자가 가지고 있던 내심적 효과의사가 아니므로, 당사자의 내심의 의사보다는 외부로 표시된 행위에 의하여 추단된 의사를 가지고 해석함이 상당하다.

[3] 임대인이 임대차계약기간 중에 임차인에게 인상된 임대차보증금 및 차임을 납부한 후 새로운 임대차계약을 체결하되 만약 이를 납부하지 아니하면 기존의 임대차계약을 해지하고 명도절차를 진행하겠다고 통지한 경우, 그 통지는 기존의 임대차계약 기간중의 계약해지를 의미하는 외에 장차 기존의 임대차계약상의 임대차보증금과 차임을 인상하는 것으로 그 계약조건을 변경하지 않으면 계약을 갱신하지 않겠다는 의사표시까지 포함된 것으로 본 사례.

[4] 주택임대차보호법 제7조에서 ""약정한 차임 또는 보증금이 임차주택에 관한 조세·공과금 기타 부담의 증감이나 경제사정의 변동으로 인하여 상당하지 아니하게 된 때에는 당사자는 장래에 대하여 그 증감을 청구할 수 있다. 그러나 증액의 경우에는 대통령령이 정하는 기준에 따른 비율을 초과하지 못한다.""고 정하고 있기는 하나, 위 규정은 임대차계약의 존속중 당사자 일방이 약정한 차임 등의 증감을 청구한 때에 한하여 적용되고, 임대차계약이 종료된 후 재계약을 하거나 또는 임대차계약 종료 전이라도 당사자의 합의로 차임 등이 증액된 경우에는 적용되지 않는다.



【참조조문】

[1] 민법 제105조 /

[2] 민법 제105조 /

[3] 주택임대차보호법 제6조 제1항 /

[4] 주택임대차보호법 제7조



【참조판례】

[1]

[2] 대법원 1996. 4. 9. 선고 96다1320 판결(공1996상, 1399), 대법원 2002. 2. 26. 선고 2000다48265 판결(공2002상, 785) / [1] 대법원 1995. 2. 10. 선고 94다16601 판결(공1995상, 1290), 대법원 1997. 12. 12. 선고 97다5060 판결(공1998상, 256), 대법원 2000. 4. 11. 선고 2000다4517, 4524 판결(공2000상, 1185), 대법원 2001. 2. 27. 선고 99다23574 판결(공2001상, 765) /

[2] 대법원 1999. 1. 29. 선고 97누3422 판결(공1999상, 391) /

[4] 대법원 1993. 12. 7. 선고 93다30532 판결(공1994상, 338)",판례_2002다23482.docx,9,판례
PREC_2002다23482_003, - 전문,2002다23482,전문,분쟁해결,"【전문】

【원고, 상고인】 주식회사 부영 (소송대리인 법무법인 대종종합법률사무소 담당변호사 임갑인)



【피고, 피상고인】 피고



【원심판결】 서울지법 2002. 3. 29. 선고 2001나51335 판결",판례_2002다23482.docx,9,판례
PREC_2002다23482_004, - 주문,2002다23482,주문,분쟁해결,"【주 문】

 원심판결을 파기하고, 사건을 서울지방법원 본원 합의부에 환송한다.",판례_2002다23482.docx,9,판례
