article,category,chunk_id,priority,source,src_title,text
"「8조, 14조, 20조」","['분쟁조정', '주택유형', '차임보증금', '계약갱신', '독소조항']",chunk_25,1,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_법률(제21065호)(20260102),"제14조(주택임대차분쟁조정위원회) ① 이 법의 적용을 받는 주택임대차와 관련된 분쟁을 심의ㆍ조정하기 위하여 대통령령으로 정하는 바에 따라 「법률구조법」 제8조에 따른 대한법률구조공단(이하 “공단”이라 한다)의 지부, 「한국토지주택공사법」에 따른 한국토지주택공사(이하 “공사”라 한다)의 지사 또는 사무소 및 「한국감정원법」에 따른 한국감정원(이하 “감정원”이라 한다)의 지사 또는 사무소에 주택임대차분쟁조정위원회(이하 “조정위원회”라 한다)를 둔다. 특별시ㆍ광역시ㆍ특별자치시ㆍ도 및 특별자치도(이하 “시ㆍ도”라 한다)는 그 지방자치단체의 실정을 고려하여 조정위원회를 둘 수 있다. <개정 2020. 7. 31.>

② 조정위원회는 다음 각 호의 사항을 심의ㆍ조정한다.

1. 차임 또는 보증금의 증감에 관한 분쟁

2. 임대차 기간에 관한 분쟁

3. 보증금 또는 임차주택의 반환에 관한 분쟁

4. 임차주택의 유지ㆍ수선 의무에 관한 분쟁

5. 그 밖에 대통령령으로 정하는 주택임대차에 관한 분쟁

③ 조정위원회의 사무를 처리하기 위하여 조정위원회에 사무국을 두고, 사무국의 조직 및 인력 등에 필요한 사항은 대통령령으로 정한다.

④ 사무국의 조정위원회 업무담당자는 「상가건물 임대차보호법」 제20조에 따른 상가건물임대차분쟁조정위원회 사무국의 업무를 제외하고 다른 직위의 업무를 겸직하여서는 아니 된다.<개정 2018. 10. 16.>

[본조신설 2016. 5. 29.]"
「15조」,['분쟁조정'],chunk_26,1,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_법률(제21065호)(20260102),"제15조(예산의 지원) 국가는 조정위원회의 설치ㆍ운영에 필요한 예산을 지원할 수 있다.

[본조신설 2016. 5. 29.]"
「16조」,"['분쟁조정', '주택유형', '중개업무']",chunk_27,1,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_법률(제21065호)(20260102),"제16조(조정위원회의 구성 및 운영) ① 조정위원회는 위원장 1명을 포함하여 5명 이상 30명 이하의 위원으로 성별을 고려하여 구성한다. <개정 2020. 7. 31.>

② 조정위원회의 위원은 조정위원회를 두는 기관에 따라 공단 이사장, 공사 사장, 감정원 원장 또는 조정위원회를 둔 지방자치단체의 장이 각각 임명하거나 위촉한다.<개정 2020. 7. 31.>

③ 조정위원회의 위원은 주택임대차에 관한 학식과 경험이 풍부한 사람으로서 다음 각 호의 어느 하나에 해당하는 사람으로 한다. 이 경우 제1호부터 제4호까지에 해당하는 위원을 각 1명 이상 위촉하여야 하고, 위원 중 5분의 2 이상은 제2호에 해당하는 사람이어야 한다.

1. 법학ㆍ경제학 또는 부동산학 등을 전공하고 대학이나 공인된 연구기관에서 부교수 이상 또는 이에 상당하는 직에 재직한 사람

2. 판사ㆍ검사 또는 변호사로 6년 이상 재직한 사람

3. 감정평가사ㆍ공인회계사ㆍ법무사 또는 공인중개사로서 주택임대차 관계 업무에 6년 이상 종사한 사람

4. 「사회복지사업법」에 따른 사회복지법인과 그 밖의 비영리법인에서 주택임대차분쟁에 관한 상담에 6년 이상 종사한 경력이 있는 사람

5. 해당 지방자치단체에서 주택임대차 관련 업무를 담당하는 4급 이상의 공무원

6. 그 밖에 주택임대차 관련 학식과 경험이 풍부한 사람으로서 대통령령으로 정하는 사람

④ 조정위원회의 위원장은 제3항제2호에 해당하는 위원 중에서 위원들이 호선한다.

⑤ 조정위원회위원장은 조정위원회를 대표하여 그 직무를 총괄한다.

⑥ 조정위원회위원장이 부득이한 사유로 직무를 수행할 수 없는 경우에는 조정위원회위원장이 미리 지명한 조정위원이 그 직무를 대행한다.

⑦ 조정위원의 임기는 3년으로 하되 연임할 수 있으며, 보궐위원의 임기는 전임자의 남은 임기로 한다.

⑧ 조정위원회는 조정위원회위원장 또는 제3항제2호에 해당하는 조정위원 1명 이상을 포함한 재적위원 과반수의 출석과 출석위원 과반수의 찬성으로 의결한다.

⑨ 그 밖에 조정위원회의 설치, 구성 및 운영 등에 필요한 사항은 대통령령으로 정한다.

[본조신설 2016. 5. 29.]"
"「14조, 16조, 17조」","['분쟁조정', '주택유형']",chunk_28,1,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_법률(제21065호)(20260102),"제17조(조정부의 구성 및 운영) ① 조정위원회는 분쟁의 효율적 해결을 위하여 3명의 조정위원으로 구성된 조정부를 둘 수 있다.

② 조정부에는 제16조제3항제2호에 해당하는 사람이 1명 이상 포함되어야 하며, 그 중에서 조정위원회위원장이 조정부의 장을 지명한다.

③ 조정부는 다음 각 호의 사항을 심의ㆍ조정한다.

1. 제14조제2항에 따른 주택임대차분쟁 중 대통령령으로 정하는 금액 이하의 분쟁

2. 조정위원회가 사건을 특정하여 조정부에 심의ㆍ조정을 위임한 분쟁

④ 조정부는 조정부의 장을 포함한 재적위원 과반수의 출석과 출석위원 과반수의 찬성으로 의결한다.

⑤ 제4항에 따라 조정부가 내린 결정은 조정위원회가 결정한 것으로 본다.

⑥ 그 밖에 조정부의 설치, 구성 및 운영 등에 필요한 사항은 대통령령으로 정한다.

[본조신설 2016. 5. 29.]"
"「18조, 33조」",['기타'],chunk_29,1,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_법률(제21065호)(20260102),"제18조(조정위원의 결격사유) 「국가공무원법」 제33조 각 호의 어느 하나에 해당하는 사람은 조정위원이 될 수 없다.

[본조신설 2016. 5. 29.]"
"「18조, 19조」","['주택유형', '독소조항']",chunk_30,1,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_법률(제21065호)(20260102),"제19조(조정위원의 신분보장) ① 조정위원은 자신의 직무를 독립적으로 수행하고 주택임대차분쟁의 심리 및 판단에 관하여 어떠한 지시에도 구속되지 아니한다.

② 조정위원은 다음 각 호의 어느 하나에 해당하는 경우를 제외하고는 그 의사에 반하여 해임 또는 해촉되지 아니한다.

1. 제18조에 해당하는 경우

2. 신체상 또는 정신상의 장애로 직무를 수행할 수 없게 된 경우

[본조신설 2016. 5. 29.]"
「20조」,['분쟁조정'],chunk_31,1,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_법률(제21065호)(20260102),"제20조(조정위원의 제척 등) ① 조정위원이 다음 각 호의 어느 하나에 해당하는 경우 그 직무의 집행에서 제척된다.

1. 조정위원 또는 그 배우자나 배우자이었던 사람이 해당 분쟁사건의 당사자가 되는 경우

2. 조정위원이 해당 분쟁사건의 당사자와 친족관계에 있거나 있었던 경우

3. 조정위원이 해당 분쟁사건에 관하여 진술, 감정 또는 법률자문을 한 경우

4. 조정위원이 해당 분쟁사건에 관하여 당사자의 대리인으로서 관여하거나 관여하였던 경우

② 사건을 담당한 조정위원에게 제척의 원인이 있는 경우에는 조정위원회는 직권 또는 당사자의 신청에 따라 제척의 결정을 한다.

③ 당사자는 사건을 담당한 조정위원에게 공정한 직무집행을 기대하기 어려운 사정이 있는 경우 조정위원회에 기피신청을 할 수 있다.

④ 기피신청에 관한 결정은 조정위원회가 하고, 해당 조정위원 및 당사자 쌍방은 그 결정에 불복하지 못한다.

⑤ 제3항에 따른 기피신청이 있는 때에는 조정위원회는 그 신청에 대한 결정이 있을 때까지 조정절차를 정지하여야 한다.

⑥ 조정위원은 제1항 또는 제3항에 해당하는 경우 조정위원회의 허가를 받지 아니하고 해당 분쟁사건의 직무집행에서 회피할 수 있다.

[본조신설 2016. 5. 29.]"
"「14조, 21조」","['분쟁조정', '주택유형']",chunk_32,1,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_법률(제21065호)(20260102),"제21조(조정의 신청 등) ① 제14조제2항 각 호의 어느 하나에 해당하는 주택임대차분쟁의 당사자는 해당 주택이 소재하는 지역을 관할하는 조정위원회에 분쟁의 조정을 신청할 수 있다. <개정 2020. 7. 31.>

② 조정위원회는 신청인이 조정을 신청할 때 조정 절차 및 조정의 효력 등 분쟁조정에 관하여 대통령령으로 정하는 사항을 안내하여야 한다.

③ 조정위원회의 위원장은 다음 각 호의 어느 하나에 해당하는 경우 신청을 각하한다. 이 경우 그 사유를 신청인에게 통지하여야 한다.<개정 2020. 6. 9.>

1. 이미 해당 분쟁조정사항에 대하여 법원에 소가 제기되거나 조정 신청이 있은 후 소가 제기된 경우

2. 이미 해당 분쟁조정사항에 대하여 「민사조정법」에 따른 조정이 신청된 경우나 조정신청이 있은 후 같은 법에 따른 조정이 신청된 경우

3. 이미 해당 분쟁조정사항에 대하여 이 법에 따른 조정위원회에 조정이 신청된 경우나 조정신청이 있은 후 조정이 성립된 경우

4. 조정신청 자체로 주택임대차에 관한 분쟁이 아님이 명백한 경우

5. 피신청인이 조정절차에 응하지 아니한다는 의사를 통지한 경우

6. 신청인이 정당한 사유 없이 조사에 응하지 아니하거나 2회 이상 출석요구에 응하지 아니한 경우

[본조신설 2016. 5. 29.]"
"「21조, 22조」",['분쟁조정'],chunk_33,1,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_법률(제21065호)(20260102),"제22조(조정절차) ① 조정위원회의 위원장은 신청인으로부터 조정신청을 접수한 때에는 지체 없이 조정절차를 개시하여야 한다. <개정 2020. 6. 9.>

② 조정위원회의 위원장은 제1항에 따라 조정신청을 접수하면 피신청인에게 조정신청서를 송달하여야 한다. 이 경우 제21조제2항을 준용한다.<개정 2020. 6. 9.>

③ 조정서류의 송달 등 조정절차에 관하여 필요한 사항은 대통령령으로 정한다.

[본조신설 2016. 5. 29.]"
「23조」,"['분쟁조정', '독소조항']",chunk_34,1,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_법률(제21065호)(20260102),"제23조(처리기간) ① 조정위원회는 분쟁의 조정신청을 받은 날부터 60일 이내에 그 분쟁조정을 마쳐야 한다. 다만, 부득이한 사정이 있는 경우에는 조정위원회의 의결을 거쳐 30일의 범위에서 그 기간을 연장할 수 있다.

② 조정위원회는 제1항 단서에 따라 기간을 연장한 경우에는 기간 연장의 사유와 그 밖에 기간 연장에 관한 사항을 당사자에게 통보하여야 한다.

[본조신설 2016. 5. 29.]"
「24조」,"['차임보증금', '분쟁조정', '우선변제권']",chunk_35,1,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_법률(제21065호)(20260102),"제24조(조사 등) ① 조정위원회는 조정을 위하여 필요하다고 인정하는 경우 신청인, 피신청인, 분쟁 관련 이해관계인 또는 참고인에게 출석하여 진술하게 하거나 조정에 필요한 자료나 물건 등을 제출하도록 요구할 수 있다.

② 조정위원회는 조정을 위하여 필요하다고 인정하는 경우 조정위원 또는 사무국의 직원으로 하여금 조정 대상물 및 관련 자료에 대하여 조사하게 하거나 자료를 수집하게 할 수 있다. 이 경우 조정위원이나 사무국의 직원은 그 권한을 표시하는 증표를 지니고 이를 관계인에게 내보여야 한다.

③ 조정위원회위원장은 특별시장, 광역시장, 특별자치시장, 도지사 및 특별자치도지사(이하 “시ㆍ도지사”라 한다)에게 해당 조정업무에 참고하기 위하여 인근지역의 확정일자 자료, 보증금의 월차임 전환율 등 적정 수준의 임대료 산정을 위한 자료를 요청할 수 있다. 이 경우 시ㆍ도지사는 정당한 사유가 없으면 조정위원회위원장의 요청에 따라야 한다.

[본조신설 2016. 5. 29.]"
「25조」,['분쟁조정'],chunk_36,1,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_법률(제21065호)(20260102),"제25조(조정을 하지 아니하는 결정) ① 조정위원회는 해당 분쟁이 그 성질상 조정을 하기에 적당하지 아니하다고 인정하거나 당사자가 부당한 목적으로 조정을 신청한 것으로 인정할 때에는 조정을 하지 아니할 수 있다.

② 조정위원회는 제1항에 따라 조정을 하지 아니하기로 결정하였을 때에는 그 사실을 당사자에게 통지하여야 한다.

[본조신설 2016. 5. 29.]"
「26조」,"['분쟁조정', '강제집행', '독소조항', '대항력']",chunk_37,1,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_법률(제21065호)(20260102),"제26조(조정의 성립) ① 조정위원회가 조정안을 작성한 경우에는 그 조정안을 지체 없이 각 당사자에게 통지하여야 한다.

② 제1항에 따라 조정안을 통지받은 당사자가 통지받은 날부터 14일 이내에 수락의 의사를 서면으로 표시하지 아니한 경우에는 조정을 거부한 것으로 본다.<개정 2020. 6. 9.>

③ 제2항에 따라 각 당사자가 조정안을 수락한 경우에는 조정안과 동일한 내용의 합의가 성립된 것으로 본다.

④ 제3항에 따른 합의가 성립한 경우 조정위원회위원장은 조정안의 내용을 조정서로 작성한다. 조정위원회위원장은 각 당사자 간에 금전, 그 밖의 대체물의 지급 또는 부동산의 인도에 관하여 강제집행을 승낙하는 취지의 합의가 있는 경우에는 그 내용을 조정서에 기재하여야 한다.

[본조신설 2016. 5. 29.]"
"「26조, 27조, 44조, 56조」","['강제집행', '분쟁조정']",chunk_38,1,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_법률(제21065호)(20260102),"제27조(집행력의 부여) 제26조제4항 후단에 따라 강제집행을 승낙하는 취지의 내용이 기재된 조정서의 정본은 「민사집행법」 제56조에도 불구하고 집행력 있는 집행권원과 같은 효력을 가진다. 다만, 청구에 관한 이의의 주장에 대하여는 같은 법 제44조제2항을 적용하지 아니한다.

[본조신설 2016. 5. 29.]"
「28조」,['독소조항'],chunk_39,1,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_법률(제21065호)(20260102),"제28조(비밀유지의무) 조정위원, 사무국의 직원 또는 그 직에 있었던 자는 다른 법률에 특별한 규정이 있는 경우를 제외하고는 직무상 알게 된 정보를 타인에게 누설하거나 직무상 목적 외에 사용하여서는 아니 된다.

[본조신설 2016. 5. 29.]"
「29조」,['분쟁조정'],chunk_40,1,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_법률(제21065호)(20260102),"제29조(다른 법률의 준용) 조정위원회의 운영 및 조정절차에 관하여 이 법에서 규정하지 아니한 사항에 대하여는 「민사조정법」을 준용한다.

[본조신설 2016. 5. 29.]"
「30조」,['주택유형'],chunk_41,1,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_법률(제21065호)(20260102),"제30조(주택임대차표준계약서 사용) 주택임대차계약을 서면으로 체결할 때에는 법무부장관이 국토교통부장관과 협의하여 정하는 주택임대차표준계약서를 우선적으로 사용한다. 다만, 당사자가 다른 서식을 사용하기로 합의한 경우에는 그러하지 아니하다. <개정 2020. 7. 31.>

[본조신설 2016. 5. 29.]"
"「1조, 2조, 6조, 7조, 8조, 12조, 19조, 22조, 23조, 29조, 30조, 31조, 127조, 129조, 132조」","['분쟁조정', '주택유형', '독소조항']",chunk_42,1,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_법률(제21065호)(20260102),"제31조(벌칙 적용에서 공무원 의제) 공무원이 아닌 주택임대차위원회의 위원 및 주택임대차분쟁조정위원회의 위원은 「형법」 제127조, 제129조부터 제132조까지의 규정을 적용할 때에는 공무원으로 본다.

[본조신설 2016. 5. 29.]







부칙 <제21065호,2025. 10. 1.>(정부조직법)

제1조(시행일) 이 법은 공포한 날부터 시행한다. 다만, 부칙 제7조에 따라 개정되는 법률 중 이 법 시행 전에 공포되었으나 시행일이 도래하지 아니한 법률을 개정한 부분은 각각 해당 법률의 시행일부터 시행하고, 다음 각 호의 개정규정은 해당 호에서 정하는 날부터 시행한다.

1. 다음 각 목의 개정규정은 2026년 1월 2일부터 시행한다. 다만, 부칙 제7조에 따라 개정되는 법률(가목 및 나목의 개정규정과 관련되는 부분으로 한정한다) 중 본문에 따른 시행일 전에 공포되었으나 본문에 따른 시행일이 도래하지 아니한 법률을 개정한 부분은 각각 해당 법률의 시행일부터 시행한다.

가. 제19조제4항, 제23조, 제29조제1항제1호 및 제30조의 개정규정

나. 제12조제2항, 제19조제3항, 제22조 및 제29조제2항 단서의 개정규정(재정경제부장관 및 재정경제부에 관한 부분으로 한정한다)

다. 부칙 제7조에 따라 개정되는 법률(가목 및 나목의 개정규정과 관련되는 부분으로 한정한다)

2. 생략

제2조 부터 제6조까지 생략

제7조(다른 법률의 개정) ①부터 <120>까지 생략

<121> 주택임대차보호법 일부를 다음과 같이 개정한다.

제8조의2제4항제3호 중 “기획재정부”를 “재정경제부”로 한다.

<122>부터 <626>까지 생략

제8조 생략



법제처



 

국가법령정보센터"
,['주택유형'],chunk_00,2,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_시행령(대통령령)(제35947호)(20260102),"주택임대차보호법 시행령

주택임대차보호법 시행령

[시행 2026. 1. 2.] [대통령령 제35947호, 2025. 12. 30., 타법개정]

법무부(법무심의관실) 02-2110-3164

국토교통부(주택임대차기획팀) 044-201-3348, 4178"
「1조」,['주택유형'],chunk_01,2,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_시행령(대통령령)(제35947호)(20260102),"제1조(목적) 이 영은 「주택임대차보호법」에서 위임된 사항과 그 시행에 관하여 필요한 사항을 정함을 목적으로 한다.

[전문개정 2008. 8. 21.]"
"「1조, 2조, 3조, 8조, 49조」","['대항력', '주택유형']",chunk_02,2,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_시행령(대통령령)(제35947호)(20260102),"제2조(대항력이 인정되는 법인) 「주택임대차보호법」(이하 “법”이라 한다) 제3조제2항 후단에서 “대항력이 인정되는 법인”이란 다음 각 호의 법인을 말한다. <개정 2009. 9. 21., 2020. 9. 29.>

1. 「한국토지주택공사법」에 따른 한국토지주택공사(이하 “공사”라 한다)

2. 「지방공기업법」 제49조에 따라 주택사업을 목적으로 설립된 지방공사

[전문개정 2008. 8. 21.]

[제1조의2에서 이동, 종전 제2조는 제8조로 이동  <2013. 12. 30.>]"
"「2조, 9조」",['기타'],chunk_03,2,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_시행령(대통령령)(제35947호)(20260102),"제2조의2

[제9조로 이동 <2013. 12. 30.>]"
"「1조, 3조, 10조, 11조, 19조」","['우선변제권', '독소조항', '대항력']",chunk_04,2,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_시행령(대통령령)(제35947호)(20260102),"제3조(고유식별정보의 처리) 다음 각 호의 어느 하나에 해당하는 자는 법 제3조의6에 따른 확정일자 부여 및 임대차 정보제공 등에 관한 사무를 수행하기 위하여 불가피한 경우 「개인정보 보호법 시행령」 제19조제1호 및 제4호에 따른 주민등록번호 및 외국인등록번호를 처리할 수 있다. <개정 2016. 1. 22.>

1. 시장(「제주특별자치도 설치 및 국제자유도시 조성을 위한 특별법」 제11조에 따른 행정시장을 포함하며, 특별시장ㆍ광역시장ㆍ특별자치시장은 제외한다), 군수 또는 구청장(자치구의 구청장을 말한다)

2. 읍ㆍ면ㆍ동의 장

3. 「공증인법」에 따른 공증인

[전문개정 2013. 12. 30.]

[제1조의3에서 이동, 종전 제3조는 제10조로 이동 <2013. 12. 30.>]"
"「3조, 4조, 11조」","['우선변제권', '대항력', '차임보증금', '주택유형', '임차권등기', '계약갱신', '독소조항']",chunk_05,2,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_시행령(대통령령)(제35947호)(20260102),"제4조(확정일자부 기재사항 등) ① 법 제3조의6제1항에 따른 확정일자부여기관(지방법원 및 그 지원과 등기소는 제외하며, 이하 “확정일자부여기관”이라 한다)이 같은 조 제2항에 따라 작성하는 확정일자부에 기재하여야 할 사항은 다음 각 호와 같다.

1. 확정일자번호

2. 확정일자 부여일

3. 임대인ㆍ임차인의 인적사항

가. 자연인인 경우

성명, 주소, 주민등록번호(외국인은 외국인등록번호)

나. 법인이거나 법인 아닌 단체인 경우

법인명ㆍ단체명, 법인등록번호ㆍ부동산등기용등록번호, 본점ㆍ주사무소 소재지

4. 주택 소재지

5. 임대차 목적물

6. 임대차 기간

7. 차임ㆍ보증금

8. 신청인의 성명과 주민등록번호 앞 6자리(외국인은 외국인등록번호 앞 6자리)

② 확정일자는 확정일자번호, 확정일자 부여일 및 확정일자부여기관을 주택임대차계약증서에 표시하는 방법으로 부여한다.

③ 제1항 및 제2항에서 규정한 사항 외에 확정일자부 작성방법 및 확정일자 부여 시 확인사항 등 확정일자 부여 사무에 관하여 필요한 사항은 법무부령으로 정한다.

[본조신설 2013. 12. 30.]

[종전 제4조는 제11조로 이동 <2013. 12. 30.>]"
"「3조, 5조, 6조, 12조」","['우선변제권', '주택유형', '계약갱신']",chunk_06,2,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_시행령(대통령령)(제35947호)(20260102),"제5조(주택의 임대차에 이해관계가 있는 자의 범위) 법 제3조의6제3항에 따라 정보제공을 요청할 수 있는 주택의 임대차에 이해관계가 있는 자(이하 “이해관계인”이라 한다)는 다음 각 호의 어느 하나에 해당하는 자로 한다. <개정 2020. 9. 29.>

1. 해당 주택의 임대인ㆍ임차인

2. 해당 주택의 소유자

3. 해당 주택 또는 그 대지의 등기기록에 기록된 권리자 중 법무부령으로 정하는 자

4. 법 제3조의2제7항에 따라 우선변제권을 승계한 금융기관

5. 법 제6조의3제1항제8호의 사유로 계약의 갱신이 거절된 임대차계약의 임차인이었던 자

6. 제1호부터 제5호까지의 규정에 준하는 지위 또는 권리를 가지는 자로서 법무부령으로 정하는 자

[본조신설 2013. 12. 30.]

[종전 제5조는 제12조로 이동 <2013. 12. 30.>]"
"「3조, 5조, 6조, 13조」","['우선변제권', '차임보증금', '계약갱신', '임대인의무']",chunk_07,2,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_시행령(대통령령)(제35947호)(20260102),"제6조(요청할 수 있는 정보의 범위 및 제공방법) ① 제5조제1호 또는 제5호에 해당하는 자는 법 제3조의6제3항에 따라 확정일자부여기관에 해당 임대차계약(제5조제5호에 해당하는 자의 경우에는 갱신요구가 거절되지 않았더라면 갱신되었을 기간 중에 존속하는 임대차계약을 말한다)에 관한 다음 각 호의 사항의 열람 또는 그 내용을 기록한 서면의 교부를 요청할 수 있다. <개정 2020. 9. 29.>

1. 임대차목적물

2. 임대인ㆍ임차인의 인적사항(제5조제5호에 해당하는 자는 임대인ㆍ임차인의 성명, 법인명 또는 단체명으로 한정한다)

3. 확정일자 부여일

4. 차임ㆍ보증금

5. 임대차기간

② 제5조제2호부터 제4호까지 또는 제6호의 어느 하나에 해당하는 자이거나 임대차계약을 체결하려는 자는 법 제3조의6제3항 또는 제4항에 따라 확정일자부여기관에 다음 각 호의 사항의 열람 또는 그 내용을 기록한 서면의 교부를 요청할 수 있다.<개정 2020. 9. 29.>

1. 임대차목적물

2. 확정일자 부여일

3. 차임ㆍ보증금

4. 임대차기간

③ 제1항 및 제2항에서 규정한 사항 외에 정보제공 요청에 필요한 사항은 법무부령으로 정한다.

[본조신설 2013. 12. 30.]

[종전 제6조는 제13조로 이동 <2013. 12. 30.>]"
"「3조, 7조, 14조」","['우선변제권', '독소조항']",chunk_08,2,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_시행령(대통령령)(제35947호)(20260102),"제7조(수수료) ① 법 제3조의6제5항에 따라 확정일자부여기관에 내야 하는 수수료는 확정일자 부여에 관한 수수료와 정보제공에 관한 수수료로 구분하며, 그 구체적인 금액은 법무부령으로 정한다.

② 「국민기초생활 보장법」에 따른 수급자 등 법무부령으로 정하는 사람에 대해서는 제1항에 따른 수수료를 면제할 수 있다.

[본조신설 2013. 12. 30.]

[종전 제7조는 제14조로 이동 <2013. 12. 30.>]"
"「2조, 7조, 8조, 15조」",['차임보증금'],chunk_09,2,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_시행령(대통령령)(제35947호)(20260102),"제8조(차임 등 증액청구의 기준 등) ① 법 제7조에 따른 차임이나 보증금(이하 “차임등”이라 한다)의 증액청구는 약정한 차임등의 20분의 1의 금액을 초과하지 못한다.

② 제1항에 따른 증액청구는 임대차계약 또는 약정한 차임등의 증액이 있은 후 1년 이내에는 하지 못한다.

[전문개정 2008. 8. 21.]

[제2조에서 이동, 종전 제8조는 제15조로 이동 <2013. 12. 30.>]"
"「2조, 7조, 9조, 16조」",['차임보증금'],chunk_10,2,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_시행령(대통령령)(제35947호)(20260102),"제9조(월차임 전환 시 산정률) ① 법 제7조의2제1호에서 “대통령령으로 정하는 비율”이란 연 1할을 말한다.

② 법 제7조의2제2호에서 “대통령령으로 정하는 이율”이란 연 2퍼센트를 말한다.<개정 2016. 11. 29., 2020. 9. 29.>

[전문개정 2013. 12. 30.]

[제2조의2에서 이동, 종전 제9조는 제16조로 이동 <2013. 12. 30.>]"
"「3조, 8조, 10조, 17조」","['차임보증금', '우선변제권', '주택유형', '독소조항']",chunk_11,2,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_시행령(대통령령)(제35947호)(20260102),"제10조(보증금 중 일정액의 범위 등) ① 법 제8조에 따라 우선변제를 받을 보증금 중 일정액의 범위는 다음 각 호의 구분에 의한 금액 이하로 한다. <개정 2010. 7. 21., 2013. 12. 30., 2016. 3. 31., 2018. 9. 18., 2021. 5. 11., 2023. 2. 21.>

1. 서울특별시: 5천500만원

2. 「수도권정비계획법」에 따른 과밀억제권역(서울특별시는 제외한다), 세종특별자치시, 용인시, 화성시 및 김포시: 4천800만원

3. 광역시(「수도권정비계획법」에 따른 과밀억제권역에 포함된 지역과 군지역은 제외한다), 안산시, 광주시, 파주시, 이천시 및 평택시: 2천800만원

4. 그 밖의 지역: 2천500만원

② 임차인의 보증금 중 일정액이 주택가액의 2분의 1을 초과하는 경우에는 주택가액의 2분의 1에 해당하는 금액까지만 우선변제권이 있다.

③ 하나의 주택에 임차인이 2명 이상이고, 그 각 보증금 중 일정액을 모두 합한 금액이 주택가액의 2분의 1을 초과하는 경우에는 그 각 보증금 중 일정액을 모두 합한 금액에 대한 각 임차인의 보증금 중 일정액의 비율로 그 주택가액의 2분의 1에 해당하는 금액을 분할한 금액을 각 임차인의 보증금 중 일정액으로 본다.

④ 하나의 주택에 임차인이 2명 이상이고 이들이 그 주택에서 가정공동생활을 하는 경우에는 이들을 1명의 임차인으로 보아 이들의 각 보증금을 합산한다.

[전문개정 2008. 8. 21.]

[제3조에서 이동, 종전 제10조는 제17조로 이동 <2013. 12. 30.>]"
